rank,name,Spouse (or domestic partner) - Spouse,Breakup - Participant,Dated - Participant,Canoodled - Participant,score,profession,age
,,,,Rosario Dawson,,,,
,,,,Cris Judd,,,,
,,,,Rosario Dawson,,,,
,,,,Jay-Z,,,,
,,,,Rosario Dawson,,,,
,,,,Colin Farrell,,,,
,,,,Rosario Dawson,,,,
,,,,Jason Lewis,,,,
297,James Gandolfini,Deborah Lin,,,,4.8,"Actor, Producer, Singer (Cameo)",50
,,James Gandolfini,,,,,,
,,Marcy Wudarski,,,,,,
,,James Gandolfini,,,,,,
297,Holly Hunter,Holly Hunter,,Holly Hunter,,4.8,"Actress, Producer",54
,,Janusz Kamiński,,Arliss Howard,,,,
,,Gordon MacDonald,,,,,,
,,Holly Hunter,,,,,,
297,Tom Wilkinson,Diana Hardcastle,,,,4.8,Actor,63
,,Tom Wilkinson,,,,,,
302,Joan Allen,Joan Allen,,,,4.79,Actress,55
,,Peter Friedman,,,,,,
302,Steve Coogan,Caroline Hickman,,Steve Coogan,Courtney Love,4.79,"Actor, Composer, Producer, Writer",46
,,Steve Coogan,,Courtney Love,Steve Coogan,,,
302,Anjelica Huston,Robert Graham,,Jack Nicholson,,4.79,"Actress, Director, Producer",61
,,Anjelica Huston,,Anjelica Huston,,,,
302,Jeremy Piven,,,Ashley Chontos,,4.79,"Actor, Producer",47
,,,,Jeremy Piven,,,,
302,Keri Russell,Keri Russell,,Keri Russell,,4.79,"Actress, Singer (Cameo)",36
,,Shane Deary,,Joey Lawrence,,,,
,,,,Keri Russell,,,,
,,,,Tony Lucca,,,,
,,,,Keri Russell,,,,
,,,,Scott Speedman,,,,
307,Alan Rickman,Rima Horton,,,,4.78,"Actor, Director, Producer, Singer (Cameo), Writer",66
,,Alan Rickman,,,,,,
308,Thomas Haden Church,,,,,4.77,"Actor, Director, Producer, Writer",52
308,Catherine Deneuve,David Bailey,,Catherine Deneuve,François Truffaut,4.77,"Actress, Producer, Singer (Cameo)",68
,,Catherine Deneuve,,Serge Gainsbourg,Catherine Deneuve,,,
,,Catherine Deneuve,,Catherine Deneuve,,,,
,,Marcello Mastroianni,,Roger Vadim,,,,
,,,,Catherine Deneuve,,,,
,,,,Marcello Mastroianni,,,,
,,,,Catherine Deneuve,,,,
,,,,Pierre Lescure,,,,
,,,,Catherine Deneuve,,,,
,,,,Burt Reynolds,,,,
,,,,Catherine Deneuve,,,,
,,,,Omar Sharif,,,,
310,Josh Lucas,Jessica Ciencin Henriquez,,Josh Lucas,Josh Lucas,4.76,"Actor, Producer, Singer (Cameo)",41
,,Josh Lucas,,Rachel McAdams,Anne Hathaway,,,
,,,,Salma Hayek,Josh Lucas,,,
,,,,Josh Lucas,Rachel McAdams,,,
,,,,Heather Graham,,,,
,,,,Josh Lucas,,,,
,,,,Josh Lucas,,,,
,,,,Lauren Anderson,,,,
,,,,Josh Lucas,,,,
,,,,Alexa Davalos,,,,
,,,,Josh Lucas,,,,
,,,,Connie Nielsen,,,,
,,,,Hillary Rowland,,,,
,,,,Josh Lucas,,,,
311,Bryce Dallas Howard,Seth Gabel,,,,4.75,"Actress, Director, Writer",31
,,Bryce Dallas Howard,,,,,,
311,Sam Rockwell,,,Piper Perabo,Drew Barrymore,4.75,Actor,43
,,,,Sam Rockwell,Sam Rockwell,,,
313,Toni Collette,Toni Collette,,Michael Stipe,,4.74,"Actress, Producer, Singer (Cameo)",39
,,Dave Galafassi,,Toni Collette,,,,
,,,,Toni Collette,,,,
,,,,Jonathan Rhys Meyers,,,,
313,Gong Li,Ooi Wei Ming,,,,4.74,Actress,46
,,Gong Li,,,,,,
313,Simon Pegg,Maureen Pegg,,,,4.74,"Actor, Director, Producer, Singer (Cameo), Writer",42
,,Simon Pegg,,,,,,
316,Gabriel Byrne,Gabriel Byrne,,Gabriel Byrne,,4.73,"Actor, Director, Producer, Writer",62
,,Ellen Barkin,,Naomi Campbell,,,,
,,,,Gabriel Byrne,,,,
,,,,Julia Ormond,,,,
316,Seann William Scott,,,Seann William Scott,,4.73,"Actor, Producer",35
,,,,Deanna Miller,,,,
,,,,Jaime King,,,,
,,,,Seann William Scott,,,,
318,Justin Long,,Justin Long,Justin Long,Justin Long,4.72,"Actor, Singer (Cameo)",34
,,,Drew Barrymore,Drew Barrymore,Ginnifer Goodwin,,,
,,,Justin Long,Justin Long,,,,
,,,Kirsten Dunst,Drew Barrymore,,,,
,,,,Justin Long,,,,
,,,,Ginnifer Goodwin,,,,
,,,,Justin Long,,,,
,,,,Kirsten Dunst,,,,
,,,,Maggie Q,,,,
,,,,Justin Long,,,,
,,,,Kaitlin Doubleday,,,,
,,,,Justin Long,,,,
,,,,Justin Long,,,,
,,,,Kaitlin Doubleday,,,,
,,,,Justin Long,,,,
,,,,Maggie Q,,,,
,,,,Justin Long,,,,
,,,,Olga Kurylenko,,,,
,,,,Drew Barrymore,,,,
,,,,Justin Long,,,,
318,Gary Sinise,Gary Sinise,,,,4.72,Actor,57
,,Moira Harris,,,,,,
318,Sharon Stone,Phil Bronstein,,Sharon Stone,Joe Ezsterhas,4.72,Actress,54
,,Sharon Stone,,Dweezil Zappa,Sharon Stone,,,
,,Sharon Stone,,Sharon Stone,Ellen DeGeneres,,,
,,Michael Greenburg,,Christian Slater,Sharon Stone,,,
,,,,Sharon Stone,Johnny Zander,,,
,,,,Larry Austin,Sharon Stone,,,
,,,,Eric Clapton,"John F. Kennedy, Jr.",,,
,,,,Sharon Stone,Sharon Stone,,,
,,,,Sharon Stone,,,,
,,,,Barry Josephson,,,,
,,,,Rick Fox,,,,
,,,,Sharon Stone,,,,
,,,,Sharon Stone,,,,
,,,,Pilar Alessandra,,,,
,,,,Sharon Stone,,,,
,,,,Dwight Yoakam,,,,
,,,,Sharon Stone,,,,
,,,,Shareef Malnik,,,,
,,,,Sharon Stone,,,,
,,,,Jared Leto,,,,
321,"Cuba Gooding, Jr.",Sara Kapfer,,Sara Kepfer,,4.71,"Actor, Producer",44
,,"Cuba Gooding, Jr.",,"Cuba Gooding, Jr.",,,,
322,Lucy Liu,,,Zach Helm,,4.7,"Actress, Producer, Singer (Cameo)",43
,,,,Lucy Liu,,,,
,,,,Lucy Liu,,,,
,,,,Zach Helm,,,,
,,,,Lucy Liu,,,,
,,,,George Clooney,,,,
322,Jim Sturgess,,,,,4.7,Actor,31
324,Richard Dreyfuss,Richard Dreyfuss,,,,4.69,"Actor, Director, Producer, Singer (Cameo), Writer",64
,,Jeramie Rain,,,,,,
,,Janelle Lacey,,,,,,
,,Richard Dreyfuss,,,,,,
,,Svetlana Erokhin,,,,,,
,,Richard Dreyfuss,,,,,,
324,Kelsey Grammer,Camille Donatacci,,,,4.69,"Actor, Director, Producer, Singer (Cameo), Writer",57
,,Kelsey Grammer,,,,,,
,,Kayte Walsh,,,,,,
,,Kelsey Grammer,,,,,,
,,Leigh-Anne Csuhany,,,,,,
,,Kelsey Grammer,,,,,,
,,Doreen Alderman,,,,,,
,,Kelsey Grammer,,,,,,
326,America Ferrera,Ryan Piers Williams,,America Ferrera,,4.68,"Actress, Producer, Singer (Cameo)",28
,,America Ferrera,,Ryan Piers Williams,,,,
326,Mary-Louise Parker,Billy Crudup,Mary-Louise Parker,Mary-Louise Parker,,4.68,"Actress, Singer (Cameo)",47
,,Mary-Louise Parker,Claire Danes,Mary-Louise Parker,,,,
,,Jeffrey Dean Morgan,Billy Crudup,Mary-Louise Parker,,,,
,,Mary-Louise Parker,,Adam Duritz,,,,
,,,,Mary-Louise Parker,,,,
,,,,Pat Mannochia,,,,
,,,,Mary-Louise Parker,,,,
,,,,Billy Crudup,,,,
,,,,Timothy Hutton,,,,
,,,,Mary-Louise Parker,,,,
,,,,Mary-Louise Parker,,,,
,,,,Jeffrey Dean Morgan,,,,
,,,,Adam Duritz,,,,
,,,,Mary-Louise Parker,,,,
,,,,Mary-Louise Parker,,,,
,,,,Martin Donovan,,,,
326,Patrick Stewart,Wendy Neuss,,,,4.68,Actor,72
,,Patrick Stewart,,,,,,
,,Sheila Falconer,,,,,,
,,Patrick Stewart,,,,,,
329,Marisa Tomei,Frank Pugliese,,,,4.67,Actress,47
,,Marisa Tomei,,,,,,
329,Ken Watanabe,Ken Watanabe,,,,4.67,Actor,52
,,Kaho Minami,,,,,,
,,Yumiko Watanabe,,,,,,
,,Ken Watanabe,,,,,,
331,Ray Liotta,Ray Liotta,,Ray Liotta,,4.66,"Actor, Producer, Singer (Cameo)",57
,,Michelle Grace,,Cher,,,,
332,Monica Bellucci,Vincent Cassel,,,,4.65,"Actress, Model",47
,,Monica Bellucci,,,,,,
,,Claudio Carlos Basso,,,,,,
,,Monica Bellucci,,,,,,
332,Jeff Daniels,Kathleen Rosemary Treado,,,,4.65,"Actor, Director, Musician, Stage Performer (Play), Writer",57
,,Jeff Daniels,,,,,,
332,Catherine Keener,Dermot Mulroney,Dermot Mulroney,Benicio del Toro,,4.65,"Actress, Producer",53
,,Catherine Keener,Catherine Keener,Catherine Keener,,,,
332,Harvey Keitel,Lorraine Bracco,,Andie MacDowell,,4.65,"Actress, Producer",73
,,Harvey Keitel,,Harvey Keitel,,,,
,,Harvey Keitel,,,,,,
,,Daphna Kastner,,,,,,
332,Michelle Monaghan,Peter White,,,,4.65,Actress,36
,,Michelle Monaghan,,,,,,
332,Cillian Murphy,Yvonne McGuinness,,,,4.65,"Actor, Singer (Cameo)",36
,,Cillian Murphy,,,,,,
332,Winona Ryder,,Winona Ryder,Winona Ryder,Winona Ryder,4.65,"Actress, Producer, Singer (Cameo)",40
,,,Jimmy Fallon,Beck,David Duchovny,,,
,,,,Brittany Murphy,,,,
,,,,Winona Ryder,,,,
,,,,Jeff Kwatinetz,,,,
,,,,Ed Burns,,,,
,,,,Winona Ryder,,,,
,,,,Jimmy Fallon,,,,
,,,,Winona Ryder,,,,
,,,,Angelina Jolie,,,,
,,,,Winona Ryder,,,,
,,,,Christian Slater,,,,
,,,,Winona Ryder,,,,
,,,,Matt Damon,,,,
,,,,Winona Ryder,,,,
,,,,Chris Noth,,,,
,,,,Winona Ryder,,,,
,,,,Jason Kay,,,,
,,,,Winona Ryder,,,,
,,,,Dave Pirner,,,,
,,,,Winona Ryder,,,,
332,Julia Stiles,,Julia Stiles,Julia Stiles,Julia Stiles,4.65,Actress,31
,,,Joshua Jackson,Joshua Jackson,Wentworth Miller,,,
,,,,Julia Stiles,,,,
,,,,Jonathan James Cramer,,,,
,,,,Julia Stiles,,,,
,,,,Joseph Gordon-Levitt,,,,
,,,,Joshua Jackson,,,,
,,,,Julia Stiles,,,,
,,,,Julia Stiles,,,,
,,,,Joseph Gordon-Levitt,,,,
,,,,Josh Hartnett,,,,
,,,,Julia Stiles,,,,
332,Paul Walker,,,Denise Richards,A. J. Langer,4.65,Actor,38
,,,,Paul Walker,Paul Walker,,,
,,,,Jessica Alba,,,,
,,,,Paul Walker,,,,
,,,,Paul Walker,,,,
,,,,Jaime King,,,,
,,,,Paul Walker,,,,
,,,,Bliss Ellis,,,,
341,Courteney Cox,David Arquette,,Courteney Cox,,4.64,"Actress, Director, Producer",48
,,Courteney Cox,,Courteney Cox,,,,
,,Michael Keaton,,Adam Duritz,,,,
,,Courteney Cox,,Courteney Cox,,,,
,,,,Ian Copeland,,,,
,,,,Adam Duritz,,,,
,,,,Courteney Cox,,,,
,,,,Kevin Costner,,,,
,,,,Courteney Cox,,,,
,,,,Edward Norton,,,,
,,,,Courteney Cox,,,,
,,,,Michael Keaton,,,,
,,,,Courteney Cox,,,,
,,,,Christian Slater,,,,
,,,,Courteney Cox,,,,
341,Isla Fisher,Isla Fisher,,,,4.64,"Actress, Producer",36
,,Sacha Baron Cohen,,,,,,
341,Michelle Yeoh,Dickson Poon,,,,4.64,Actress,49
,,Michelle Yeoh,,,,,,
,,Jean Todt,,,,,,
,,Michelle Yeoh,,,,,,
344,Denis Leary,Ann Lembeck,,Denis Leary,,4.62,"Actor, Composer, Director, Producer, Singer (Cameo), Writer",54
,,Denis Leary,,Elizabeth Hurley,,,,
344,Amanda Peet,David Benioff,,Amanda Peet,,4.62,Actress,40
,,Amanda Peet,,Ben Stiller,,,,
,,,,Amanda Peet,,,,
,,,,Matthew Perry,,,,
,,,,Ben Stiller,,,,
,,,,Amanda Peet,,,,
,,,,Amanda Peet,,,,
,,,,Brian Van Holt,,,,
346,John Cleese,Connie Booth,,,,4.61,"Actor, Director, Producer, Writer",72
,,John Cleese,,,,,,
,,Alyce Faye Eichelberger,,,,,,
,,John Cleese,,,,,,
,,Barbara Trentham,,,,,,
,,John Cleese,,,,,,
,,Barbie Orr,,,,,,
,,John Cleese,,,,,,
,,Jennifer Wade,,,,,,
,,John Cleese,,,,,,
346,Megan Fox,Brian Austin Green,Megan Fox,Megan Fox,Megan Fox,4.61,Actress,26
,,Megan Fox,Brian Austin Green,Brian Austin Green,Brian Austin Green,,,
,,,,David Gallagher,Shia LaBeouf,,,
,,,,Megan Fox,Megan Fox,,,
,,,,Megan Fox,,,,
,,,,Brian Austin Green,,,,
346,Val Kilmer,Val Kilmer,,Val Kilmer,Val Kilmer,4.61,"Actor, Director, Producer, Singer (Cameo)",52
,,Joanne Whalley,,Paris Hilton,Paris Hilton,,,
,,,,Val Kilmer,Val Kilmer,,,
,,,,Cindy Crawford,Drew Barrymore,,,
,,,,Val Kilmer,Britney Spears,,,
,,,,Angelina Jolie,Val Kilmer,,,
,,,,Val Kilmer,,,,
,,,,Cher,,,,
,,,,Val Kilmer,,,,
,,,,Ellen Barkin,,,,
,,,,Val Kilmer,,,,
,,,,Cher,,,,
,,,,Val Kilmer,,,,
,,,,Michelle Pfeiffer,,,,
,,,,Val Kilmer,,,,
,,,,Daryl Hannah,,,,
,,,,Val Kilmer,,,,
,,,,Angelina Jolie,,,,
,,,,Val Kilmer,,,,
,,,,Cindy Crawford,,,,
346,Mickey Rourke,Mickey Rourke,,Mickey Rourke,Mickey Rourke,4.61,"Actor, Singer (Cameo), Writer",55
,,Debra Feuer,,Courtney Love,Bai Ling,,,
,,Mickey Rourke,,Mickey Rourke,Mickey Rourke,,,
,,Carré Otis,,Charlotte Lewis,Evan Rachel Wood,,,
,,,,Mickey Rourke,Mickey Rourke,,,
,,,,Charlotte Lewis,Kim Basinger,,,
346,Wesley Snipes,Nakyung Park,,Halle Berry,Wesley Snipes,4.61,"Actor, Producer",49
,,Wesley Snipes,,Wesley Snipes,Sanaa Lathan,,,
,,April Dubois,,Jennifer Lopez,,,,
,,Wesley Snipes,,Wesley Snipes,,,,
,,,,Jada Pinkett Smith,,,,
,,,,Wesley Snipes,,,,
351,Danny Glover,Asake Bomani,,,Oprah Winfrey,4.59,"Actor, Director, Producer, Singer (Cameo), Writer",66
,,Danny Glover,,,Danny Glover,,,
,,Eliane Cavalleiro,,,Whoopi Goldberg,,,
,,Danny Glover,,,Danny Glover,,,
351,Samantha Morton,Charlie Creed-Miles,,,,4.59,"Actress, Director, Singer (Cameo)",35
,,Samantha Morton,,,,,,
,,Harry Holm,,,,,,
,,Samantha Morton,,,,,,
353,James Caviezel,Kerri Browitt Caviezel,,,,4.57,Actor,43
,,James Caviezel,,,,,,
353,Jane Fonda,Jane Fonda,,Jane Fonda,Huey Newton,4.57,"Actress, Producer",74
,,Tom Hayden,,Alexander Whitelaw,Jane Fonda,,,
,,Jane Fonda,,Jane Fonda,Jimmy Smits,,,
,,Roger Vadim,,Jane Fonda,Jane Fonda,,,
,,Ted Turner,,Donald Sutherland,Jane Fonda,,,
,,Jane Fonda,,Jane Fonda,Alain Delon,,,
,,,,Lorenzo Caccialanza,,,,
,,,,Jane Fonda,,,,
,,,,John Phillips,,,,
,,,,Jane Fonda,,,,
,,,,Barry Matalon,,,,
,,,,Jane Fonda,,,,
,,,,Robert Scheer,,,,
,,,,Robert Redford,,,,
,,,,Jane Fonda,,,,
353,50 Cent,Shaniqua Tompkins,,50 Cent,50 Cent,4.57,"Actor, Director, Musician, Producer, Rapper, Writer",37
,,50 Cent,,Beyoncé,Elise Neal,,,
,,,,Sky Nellor,50 Cent,,,
,,,,50 Cent,Brandy Norwood,,,
,,,,Ciara,50 Cent,,,
,,,,50 Cent,Nia Long,,,
,,,,50 Cent,50 Cent,,,
,,,,Ciara,Jessica White,,,
,,,,Elise Neal,50 Cent,,,
,,,,50 Cent,Karrine Steffans,,,
,,,,Vivica A. Fox,,,,
,,,,50 Cent,,,,
,,,,Victoria Rowell,,,,
,,,,50 Cent,,,,
,,,,50 Cent,,,,
,,,,Sky Nellor,,,,
356,Jason Biggs,Jenny Mollen,,Jason Biggs,Tara Reid,4.56,"Actor, Producer",34
,,Jason Biggs,,Lindsay Zir,Jason Biggs,,,
,,,,Jason Biggs,,,,
,,,,Jenny Mollen,,,,
356,Jason Patric,,,Jason Patric,Jason Patric,4.56,"Actor, Producer",46
,,,,Julia Roberts,Cameron Diaz,,,
,,,,Robin Wright,,,,
,,,,Jason Patric,,,,
,,,,Julia Roberts,,,,
,,,,Jason Patric,,,,
,,,,Jason Patric,,,,
,,,,Jennifer Jason Leigh,,,,
,,,,Jason Patric,,,,
,,,,Christy Turlington Burns,,,,
358,Téa Leoni,Téa Leoni,Téa Leoni,,,4.55,"Actress, Producer",46
,,David Duchovny,David Duchovny,,,,,
,,Neil Joseph Tardio Jr.,,,,,,
,,Téa Leoni,,,,,,
358,Patrick Wilson,,,Jennifer Love Hewitt,,4.55,Actor,39
,,,,Patrick Wilson,,,,
360,Kathy Bates,Tony Campisi,,,,4.54,"Actress, Director, Producer",64
,,Kathy Bates,,,,,,
360,Christian Slater,Ryan Haddon,,Christian Slater,,4.54,Actor,42
,,Christian Slater,,Winona Ryder,,,,
,,,,Sharon Stone,,,,
,,,,Christian Slater,,,,
,,,,Christian Slater,,,,
,,,,Rachel Stevens,,,,
,,,,Christian Slater,,,,
,,,,Nina Huang,,,,
,,,,Christina Applegate,,,,
,,,,Christian Slater,,,,
,,,,Christian Slater,,,,
,,,,Michelle Jonas,,,,
,,,,Christian Slater,,,,
,,,,Kim Walker,,,,
,,,,Christian Slater,,,,
,,,,Samantha Mathis,,,,
,,,,Christian Slater,,,,
,,,,Patricia Arquette,,,,
,,,,Christian Slater,,,,
,,,,Christy Turlington Burns,,,,
362,Taye Diggs,Taye Diggs,,,,4.53,"Actor, Producer, Singer (Cameo)",41
,,Idina Menzel,,,,,,
362,Kyra Sedgwick,Kevin Bacon,,Kyra Sedgwick,,4.53,"Actress, Producer",46
,,Kyra Sedgwick,,Campbell Scott,,,,
364,Patricia Clarkson,,,Patricia Clarkson,,4.52,"Actress, Singer (Cameo)",52
,,,,Campbell Scott,,,,
364,Minnie Driver,,,Minnie Driver,Minnie Driver,4.52,"Actress, Producer",42
,,,,David Duchovny,Criss Angel,,,
,,,,Minnie Driver,,,,
,,,,Joey Fatone,,,,
,,,,David Duchovny,,,,
,,,,Minnie Driver,,,,
,,,,Minnie Driver,,,,
,,,,Josh Brolin,,,,
,,,,Harrison Ford,,,,
,,,,Minnie Driver,,,,
,,,,Minnie Driver,,,,
,,,,John Cusack,,,,
,,,,Matt Damon,,,,
,,,,Minnie Driver,,,,
364,Joseph Fiennes,Maria Dolores Dieguez,,,,4.52,"Actor, Director, Producer",42
,,Joseph Fiennes,,,,,,
364,Jared Leto,,,Jared Leto,Jared Leto,4.52,"Actor, Musician, Producer, Singer",40
,,,,Ashley Olsen,Rachael Bella,,,
,,,,Jared Leto,Ashley Olsen,,,
,,,,Paris Hilton,Jared Leto,,,
,,,,Soleil Moon Frye,Britney Spears,,,
,,,,Jared Leto,Jared Leto,,,
,,,,Sharon Stone,Angelina Jolie,,,
,,,,Jared Leto,Jared Leto,,,
,,,,Lindsay Lohan,Ashley Olsen,,,
,,,,Jared Leto,Jared Leto,,,
,,,,Scarlett Johansson,,,,
,,,,Jared Leto,,,,
,,,,Jared Leto,,,,
,,,,Rachel Stevens,,,,
,,,,Stacey Hayes,,,,
,,,,Jared Leto,,,,
,,,,Cameron Diaz,,,,
,,,,Jared Leto,,,,
368,Parker Posey,,,Keanu Reeves,Christopher Jaymes,4.51,"Actress, Singer (Cameo), Writer",43
,,,,Parker Posey,Parker Posey,,,
,,,,Ryan Adams,,,,
,,,,Parker Posey,,,,
,,,,Parker Posey,,,,
,,,,Zach Leary,,,,
,,,,Parker Posey,,,,
,,,,Thomas Beller,,,,
,,,,Parker Posey,,,,
,,,,Stuart Townsend,,,,
,,,,Parker Posey,,,,
,,,,Jimmy Fallon,,,,
368,Jason Segel,,,Linda Cardellini,Drew Barrymore,4.51,"Actor, Writer",32
,,,,Jason Segel,Jason Segel,,,
368,David Strathairn,Logan Goodman,,,,4.51,Actor,63
,,David Strathairn,,,,,,
371,Felicity Huffman,Felicity Huffman,,William H. Macy,,4.5,Actress,49
,,William H. Macy,,Felicity Huffman,,,,
,,,,Felicity Huffman,,,,
371,Donald Sutherland,Donald Sutherland,,Donald Sutherland,,4.5,Actor,77
,,Shirley Douglas,,Joan Juliet Buck,,,,
,,Francine Racette,,Jane Fonda,,,,
,,Donald Sutherland,,Donald Sutherland,,,,
,,Lois Hardwick,,,,,,
,,Donald Sutherland,,,,,,
373,John Goodman,Annabeth Hartzog,,,,4.49,"Actor, Producer, Singer (Cameo)",60
,,John Goodman,,,,,,
373,Johnny Knoxville,Naomi Nelson,,,,4.49,"Actor, Producer, Writer",41
,,Johnny Knoxville,,,,,,
,,Melanie Lynn Clapp,,,,,,
,,Johnny Knoxville,,,,,,
373,Cedric the Entertainer,Lorna Wells,,,,4.49,"Actor, Director, Producer, Writer",48
,,Cedric the Entertainer,,,,,,
373,James Marsden,James Marsden,,James Marsden,,4.49,"Actor, Singer (Cameo)",38
,,Lisa Linde,,Katie Holmes,,,,
373,Matthew Perry,,,Matthew Perry,Lizzie Caplan,4.49,"Actor, Director, Producer, Singer (Cameo), Writer",42
,,,,Meg Ryan,Matthew Perry,,,
,,,,Julia Roberts,,,,
,,,,Lauren Graham,,,,
,,,,Yasmine Bleeth,,,,
,,,,Rachel Dunn,,,,
,,,,Renée Zellweger,,,,
,,,,Elizabeth Hurley,,,,
,,,,Elizabeth Reaser,,,,
,,,,Matthew Perry,,,,
,,,,Matthew Perry,,,,
373,Rainn Wilson,Holiday Reinhorn,,,,4.49,Actor,46
,,Rainn Wilson,,,,,,
379,Martin Short,Martin Short,,,,4.47,"Actor, Producer, Writer",62
,,Nancy Dolman,,,,,,
379,LL Cool J,Simone Johnson,,Kidada Jones,,4.47,"Actor, Producer, Rapper, Singer",44
,,LL Cool J,,LL Cool J,,,,
379,Steve Zahn,Robyn Peterman,,,,4.47,Actor,45
,,Steve Zahn,,,,,,
382,John Krasinski,John Krasinski,,John Krasinski,John Krasinski,4.46,"Actor, Director, Singer (Cameo), Writer",32
,,Emily Blunt,,Emily Blunt,Emily Blunt,,,
,,,,Rashida Jones,Renée Zellweger,,,
,,,,John Krasinski,John Krasinski,,,
,,,,Jenna Fischer,,,,
,,,,John Krasinski,,,,
,,,,John Krasinski,,,,
,,,,Rashida Jones,,,,
,,,,Renée Zellweger,,,,
,,,,John Krasinski,,,,
383,Angela Bassett,Courtney B. Vance,,,,4.45,"Actress, Director, Producer",53
,,Angela Bassett,,,,,,
383,Josh Duhamel,Fergie,,Josh Duhamel,Josh Duhamel,4.45,"Actor, Model, Singer (Cameo)",39
,,Josh Duhamel,,Fergie,Stacey Hayes,,,
,,,,Josh Duhamel,,,,
,,,,Fergie,,,,
,,,,Josh Duhamel,,,,
,,,,Heidi Mueller,,,,
,,,,Josh Duhamel,,,,
,,,,Kristy Pierce,,,,
,,,,Josh Duhamel,,,,
,,,,Nikki Cox,,,,
383,Carrie-Anne Moss,Steven Roy,,,Carrie-Anne Moss,4.45,Actress,44
,,Carrie-Anne Moss,,,Keanu Reeves,,,
383,Sam Neill,Noriko Watanabe,,,,4.45,"Actor, Director, Producer, Writer",64
,,Sam Neill,,,,,,
,,Sam Neill,,,,,,
,,Lisa Harrow,,,,,,
387,Aishwarya Rai,Aishwarya Rai,,,,4.44,"Actress, Model",38
,,Abhishek Bachchan,,,,,,
388,Marcia Gay Harden,Thaddaeus Scheel,,,,4.43,Actress,52
,,Marcia Gay Harden,,,,,,
388,Bill Paxton,Louise Newbury,,,,4.43,"Director, Producer, Singer (Cameo), Writer",57
,,Bill Paxton,,,,,,
,,Kelly Rowan,,,,,,
,,Bill Paxton,,,,,,
388,Vanessa Redgrave,Tony Richardson,,Vanessa Redgrave,,4.43,"Actress, Producer, Singer (Cameo)",75
,,Vanessa Redgrave,,George Hamilton,,,,
,,Vanessa Redgrave,,Warren Beatty,,,,
,,Franco Nero,,Vanessa Redgrave,,,,
388,Jeffrey Wright,Carmen Ejogo,,,,4.43,Actor,46
,,Jeffrey Wright,,,,,,
392,Maria Bello,Dan McDermott,,,,4.41,Actress,45
,,Maria Bello,,,,,,
,,Bryn Mooser,,,,,,
,,Maria Bello,,,,,,
393,Lisa Kudrow,Michel Stern,Lisa Kudrow,Lisa Kudrow,,4.4,"Actress, Producer, Singer (Cameo), Writer",43
,,Lisa Kudrow,Conan O'Brien,Conan O'Brien,,,,
,,,,Lisa Kudrow,,,,
,,,,Conan O'Brien,,,,
393,Stellan Skarsgård,My Skarsgård,,,,4.4,Actor,61
,,Stellan Skarsgård,,,,,,
,,Megan Everett,,,,,,
,,Stellan Skarsgård,,,,,,
393,Gabrielle Union,Chris Howard,,Gabrielle Union,Ludacris,4.4,Actress,39
,,Gabrielle Union,,Chaka Zulu,Gabrielle Union,,,
,,Gabrielle Union,,Gabrielle Union,,,,
,,Chris Howard,,Terrence Howard,,,,
,,,,Jason Kidd,,,,
,,,,Gabrielle Union,,,,
,,,,Gabrielle Union,,,,
,,,,Darren Sharper,,,,
,,,,Gabrielle Union,,,,
,,,,Dwyane Wade,,,,
393,Evan Rachel Wood,,Evan Rachel Wood,Joseph Gordon-Levitt,Shane West,4.4,Actress,24
,,,Marilyn Manson,Evan Rachel Wood,Evan Rachel Wood,,,
,,,,Shane West,Mickey Rourke,,,
,,,,Evan Rachel Wood,Evan Rachel Wood,,,
,,,,Evan Rachel Wood,Evan Rachel Wood,,,
,,,,Brady Corbet,Edward Norton,,,
397,James Woods,James Woods,,James Woods,Terri Garber,4.39,Actor,65
,,Sarah Owen,,Alexis Thorpe,James Woods,,,
,,James Woods,,James Woods,Dana Delany,,,
,,Kathryn Morrison,,Lynn Oddo,James Woods,,,
,,Missy Crider,,James Woods,,,,
,,James Woods,,Lauren Holly,,,,
,,,,James Woods,,,,
,,,,Julie Wright,,,,
,,,,James Woods,,,,
,,,,Sean Young,,,,
,,,,James Woods,,,,
,,,,Heather Graham,,,,
,,,,James Woods,,,,
,,,,Elizabeth Hilden,,,,
,,,,James Woods,,,,
,,,,Amy Lynn Baxter,,,,
,,,,James Woods,,,,
,,,,Nicole Sheridan,,,,
,,,,James Woods,,,,
398,Sean Combs,,,Sean Combs,Sean Combs,4.38,"Actor, Director, Producer, Rapper",42
,,,,Sky Nellor,Naomi Campbell,,,
,,,,Sean Combs,Sean Combs,,,
,,,,Kim Porter,Sienna Miller,,,
399,Debra Messing,Daniel Zelman,,Daniel Zelman,,4.37,"Actress, Producer",43
,,Debra Messing,,Debra Messing,,,,
,,,,"Harry Connick, Jr.",,,,
,,,,Debra Messing,,,,
400,Paul Dano,,,,,4.35,"Actor, Producer, Singer (Cameo)",28
400,Stephen Rea,Dolours Price,,,,4.35,"Actor, Writer",65
,,Stephen Rea,,,,,,
400,Emmy Rossum,Justin Siegel,,Emmy Rossum,Milo Ventimiglia,4.35,"Actress, Singer (Cameo)",25
,,Emmy Rossum,,Chris Evans,Emmy Rossum,,,
,,,,Topher Grace,Emmy Rossum,,,
,,,,Emmy Rossum,Chris Evans,,,
